"RelativePath"                                                                , "Width", "Height", "Format"
"ui\uef\game\mini-map-glow-brd\mini-map-glow_brd_ul.dds"                      , "40"   , "40"    , "dds"
"ui\uef\game\mini-map-glow-brd\mini-map-glow_brd_ur.dds"                      , "40"   , "40"    , "dds"
"ui\uef\game\mini-map-glow-brd\mini-map-glow_brd_vert_l.dds"                  , "24"   , "8"     , "dds"
"ui\uef\game\mini-map-glow-brd\mini-map-glow_brd_vert_r.dds"                  , "24"   , "8"     , "dds"
"ui\uef\game\mini-scroll\arrow-left_scr_dis.dds"                              , "24"   , "48"    , "dds"
"ui\uef\game\mini-scroll\arrow-left_scr_down.dds"                             , "24"   , "48"    , "dds"
"ui\uef\game\mini-scroll\arrow-left_scr_over.dds"                             , "24"   , "48"    , "dds"
"ui\uef\game\mini-scroll\arrow-left_scr_up.dds"                               , "24"   , "48"    , "dds"
"ui\uef\game\mini-scroll\arrow-right_scr_dis.dds"                             , "24"   , "48"    , "dds"
"ui\uef\game\mini-scroll\arrow-right_scr_down.dds"                            , "24"   , "48"    , "dds"
"ui\uef\game\mini-scroll\arrow-right_scr_over.dds"                            , "24"   , "48"    , "dds"
"ui\uef\game\mini-scroll\arrow-right_scr_up.dds"                              , "24"   , "48"    , "dds"
"ui\uef\game\mini-vertical-scroll\arrow-down_scr_dis.dds"                     , "48"   , "24"    , "dds"
"ui\uef\game\mini-vertical-scroll\arrow-down_scr_down.dds"                    , "48"   , "24"    , "dds"
"ui\uef\game\mini-vertical-scroll\arrow-down_scr_over.dds"                    , "48"   , "24"    , "dds"
"ui\uef\game\mini-vertical-scroll\arrow-down_scr_up.dds"                      , "48"   , "24"    , "dds"
"ui\uef\game\mini-vertical-scroll\arrow-up_scr_dis.dds"                       , "48"   , "24"    , "dds"
"ui\uef\game\mini-vertical-scroll\arrow-up_scr_down.dds"                      , "48"   , "24"    , "dds"
"ui\uef\game\mini-vertical-scroll\arrow-up_scr_over.dds"                      , "48"   , "24"    , "dds"
"ui\uef\game\mini-vertical-scroll\arrow-up_scr_up.dds"                        , "48"   , "24"    , "dds"
"ui\uef\game\objective-icons\panel-icon_bmp.dds"                              , "60"   , "68"    , "dds"
"ui\uef\game\objective-icons\primary-ring_bmp.dds"                            , "52"   , "48"    , "dds"
"ui\uef\game\objective-icons\secondary-ring_bmp.dds"                          , "52"   , "48"    , "dds"
"ui\uef\game\options_brd\line-long_bmp.dds"                                   , "200"  , "4"     , "dds"
"ui\uef\game\options_brd\line-short_bmp.dds"                                  , "228"  , "4"     , "dds"
"ui\uef\game\options_brd\options_brd_horz_um.dds"                             , "8"    , "48"    , "dds"
"ui\uef\game\options_brd\options_brd_ll.dds"                                  , "44"   , "48"    , "dds"
"ui\uef\game\options_brd\options_brd_lm.dds"                                  , "8"    , "48"    , "dds"
"ui\uef\game\options_brd\options_brd_lr.dds"                                  , "44"   , "48"    , "dds"
"ui\uef\game\options_brd\options_brd_m.dds"                                   , "8"    , "8"     , "dds"
"ui\uef\game\options_brd\options_brd_ul.dds"                                  , "44"   , "48"    , "dds"
"ui\uef\game\options_brd\options_brd_ur.dds"                                  , "44"   , "48"    , "dds"
"ui\uef\game\options_brd\options_brd_vert_l.dds"                              , "44"   , "8"     , "dds"
"ui\uef\game\options_brd\options_brd_vert_r.dds"                              , "44"   , "8"     , "dds"
"ui\uef\game\options_tab\diplomacy_btn_dis.dds"                               , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\diplomacy_btn_down.dds"                              , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\diplomacy_btn_over.dds"                              , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\diplomacy_btn_selected.dds"                          , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\diplomacy_btn_up.dds"                                , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\glow_bmp.dds"                                        , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\menu_btn_dis.dds"                                    , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\menu_btn_down.dds"                                   , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\menu_btn_over.dds"                                   , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\menu_btn_selected.dds"                               , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\menu_btn_up.dds"                                     , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\objectives_btn_dis.dds"                              , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\objectives_btn_down.dds"                             , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\objectives_btn_over.dds"                             , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\objectives_btn_selected.dds"                         , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\objectives_btn_up.dds"                               , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\pause_btn_dis.dds"                                   , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\pause_btn_down.dds"                                  , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\pause_btn_over.dds"                                  , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\pause_btn_selected.dds"                              , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\pause_btn_up.dds"                                    , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\play_btn_dis.dds"                                    , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\play_btn_down.dds"                                   , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\play_btn_over.dds"                                   , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\play_btn_selected.dds"                               , "56"   , "48"    , "dds"
"ui\uef\game\options_tab\play_btn_up.dds"                                     , "56"   , "48"    , "dds"
"ui\uef\game\options-diplomacy-panel\icon-ai_bmp.dds"                         , "20"   , "16"    , "dds"
"ui\uef\game\options-diplomacy-panel\icon-person_bmp.dds"                     , "16"   , "20"    , "dds"
"ui\uef\game\options-diplomacy-panel\line-allies_bmp.dds"                     , "260"  , "4"     , "dds"
"ui\uef\game\options-diplomacy-panel\line-enemies_bmp.dds"                    , "260"  , "4"     , "dds"
"ui\uef\game\options-diplomacy-panel\panel-allies_bmp_b.dds"                  , "268"  , "20"    , "dds"
"ui\uef\game\options-diplomacy-panel\panel-allies_bmp_m.dds"                  , "268"  , "8"     , "dds"
"ui\uef\game\options-diplomacy-panel\panel-allies_bmp_t.dds"                  , "268"  , "40"    , "dds"
"ui\uef\game\options-diplomacy-panel\panel-enemy_bmp_b.dds"                   , "268"  , "20"    , "dds"
"ui\uef\game\options-diplomacy-panel\panel-enemy_bmp_m.dds"                   , "268"  , "8"     , "dds"
"ui\uef\game\options-diplomacy-panel\panel-enemy_bmp_t.dds"                   , "268"  , "40"    , "dds"
"ui\uef\game\options-panel\option-panel-inner.dds"                            , "264"  , "388"   , "dds"
"ui\uef\game\options-panel\options_brd_horz_lm.dds"                           , "4"    , "28"    , "dds"
"ui\uef\game\options-panel\options_brd_horz_um.dds"                           , "80"   , "36"    , "dds"
"ui\uef\game\options-panel\options_brd_horz_uml.dds"                          , "4"    , "28"    , "dds"
"ui\uef\game\options-panel\options_brd_horz_umr.dds"                          , "4"    , "28"    , "dds"
"ui\uef\game\options-panel\options_brd_ll.dds"                                , "44"   , "36"    , "dds"
"ui\uef\game\options-panel\options_brd_lr.dds"                                , "44"   , "36"    , "dds"
"ui\uef\game\options-panel\options_brd_m.dds"                                 , "4"    , "8"     , "dds"
"ui\uef\game\options-panel\options_brd_ul.dds"                                , "44"   , "36"    , "dds"
"ui\uef\game\options-panel\options_brd_ur.dds"                                , "44"   , "36"    , "dds"
"ui\uef\game\options-panel\options_brd_vert_l.dds"                            , "36"   , "8"     , "dds"
"ui\uef\game\options-panel\options_brd_vert_ll.dds"                           , "40"   , "24"    , "dds"
"ui\uef\game\options-panel\options_brd_vert_lr.dds"                           , "40"   , "24"    , "dds"
"ui\uef\game\options-panel\options_brd_vert_r.dds"                            , "36"   , "8"     , "dds"
"ui\uef\game\options-panel\options_brd_vert_ul.dds"                           , "40"   , "24"    , "dds"
"ui\uef\game\options-panel\options_brd_vert_ur.dds"                           , "40"   , "24"    , "dds"
"ui\uef\game\options-panel\options-inner_bmp_b.dds"                           , "256"  , "20"    , "dds"
"ui\uef\game\options-panel\options-inner_bmp_m.dds"                           , "256"  , "8"     , "dds"
"ui\uef\game\options-panel\options-inner_bmp_t.dds"                           , "256"  , "8"     , "dds"
"ui\uef\game\orders-panel_vert\bracket_bmp.dds"                               , "36"   , "228"   , "dds"
"ui\uef\game\orders-panel_vert\order-panel_bmp.dds"                           , "188"  , "224"   , "dds"
"ui\uef\game\orders-panel\bracket_bmp.dds"                                    , "32"   , "120"   , "dds"
"ui\uef\game\orders-panel\no-parking_bmp.dds"                                 , "56"   , "56"    , "dds"
"ui\uef\game\orders-panel\order-panel_bmp.dds"                                , "332"  , "120"   , "dds"
"ui\uef\game\orders-panel\question-mark_bmp.dds"                              , "16"   , "24"    , "dds"
"ui\uef\game\panel\panel_brd_horz_um.dds"                                     , "8"    , "24"    , "dds"
"ui\uef\game\panel\panel_brd_ll.dds"                                          , "24"   , "24"    , "dds"
"ui\uef\game\panel\panel_brd_lm.dds"                                          , "8"    , "24"    , "dds"
"ui\uef\game\panel\panel_brd_lr.dds"                                          , "24"   , "24"    , "dds"
"ui\uef\game\panel\panel_brd_m.dds"                                           , "8"    , "8"     , "dds"
"ui\uef\game\panel\panel_brd_ul.dds"                                          , "24"   , "24"    , "dds"
"ui\uef\game\panel\panel_brd_ur.dds"                                          , "24"   , "24"    , "dds"
"ui\uef\game\panel\panel_brd_vert_l.dds"                                      , "24"   , "8"     , "dds"
"ui\uef\game\panel\panel_brd_vert_r.dds"                                      , "24"   , "8"     , "dds"
"ui\uef\game\pause_btn\glow_bmp.dds"                                          , "56"   , "48"    , "dds"
"ui\uef\game\pause_btn\pause_btn_dis.dds"                                     , "56"   , "48"    , "dds"
"ui\uef\game\pause_btn\pause_btn_down.dds"                                    , "56"   , "48"    , "dds"
"ui\uef\game\pause_btn\pause_btn_over.dds"                                    , "56"   , "48"    , "dds"
"ui\uef\game\pause_btn\pause_btn_up.dds"                                      , "56"   , "48"    , "dds"
"ui\uef\game\pause_btn\play_btn_dis.dds"                                      , "56"   , "48"    , "dds"
"ui\uef\game\pause_btn\play_btn_down.dds"                                     , "56"   , "48"    , "dds"
"ui\uef\game\pause_btn\play_btn_over.dds"                                     , "56"   , "48"    , "dds"
"ui\uef\game\pause_btn\play_btn_up.dds"                                       , "56"   , "48"    , "dds"
"ui\uef\game\pause-indicator\bottom.dds"                                      , "20"   , "20"    , "dds"
"ui\uef\game\pause-indicator\left.dds"                                        , "20"   , "20"    , "dds"
"ui\uef\game\pause-indicator\right.dds"                                       , "20"   , "20"    , "dds"
"ui\uef\game\pause-indicator\top.dds"                                         , "20"   , "20"    , "dds"
"ui\uef\game\pda-panel\bracket-right_bmp.dds"                                 , "32"   , "156"   , "dds"
"ui\uef\game\pda-panel\bracket-right.dds"                                     , "32"   , "156"   , "dds"
"ui\uef\game\pda-panel\panel-objectives_bmp_l.dds"                            , "20"   , "76"    , "dds"
"ui\uef\game\pda-panel\panel-objectives_bmp_m.dds"                            , "4"    , "72"    , "dds"
"ui\uef\game\pda-panel\panel-objectives_bmp_r.dds"                            , "24"   , "72"    , "dds"
"ui\uef\game\pda-panel\panel-ping_bmp_l.dds"                                  , "20"   , "60"    , "dds"
"ui\uef\game\pda-panel\panel-ping_bmp_m.dds"                                  , "4"    , "56"    , "dds"
"ui\uef\game\pda-panel\panel-ping_bmp_r.dds"                                  , "24"   , "56"    , "dds"
"ui\uef\game\pda-panel\panel-time-units_bmp_l.dds"                            , "20"   , "28"    , "dds"
"ui\uef\game\pda-panel\panel-time-units_bmp_m.dds"                            , "4"    , "24"    , "dds"
"ui\uef\game\pda-panel\panel-time-units_bmp_r.dds"                            , "24"   , "24"    , "dds"
"ui\uef\game\pda-panel\title-bar_bmp.dds"                                     , "136"  , "20"    , "dds"
"ui\uef\game\pda-panel\video-panel_bmp.dds"                                   , "168"  , "148"   , "dds"
"ui\uef\game\ping-icons\panel-icon_bmp.dds"                                   , "60"   , "60"    , "dds"
"ui\uef\game\ping-icons\panel-icon-ring_bmp.dds"                              , "60"   , "60"    , "dds"
"ui\uef\game\resource-bars\mini-energy-bar_bmp.dds"                           , "160"  , "16"    , "dds"
"ui\uef\game\resource-bars\mini-energy-bar-back_bmp.dds"                      , "160"  , "16"    , "dds"
"ui\uef\game\resource-bars\mini-mass-bar_bmp.dds"                             , "160"  , "16"    , "dds"
"ui\uef\game\resource-bars\mini-mass-bar-back_bmp.dds"                        , "160"  , "16"    , "dds"
"ui\uef\game\resource-panel\alert-caution_bmp.dds"                            , "48"   , "44"    , "dds"
"ui\uef\game\resource-panel\alert-energy-panel_bmp.dds"                       , "316"  , "32"    , "dds"
"ui\uef\game\resource-panel\alert-icon_bmp.dds"                               , "28"   , "36"    , "dds"
"ui\uef\game\resource-panel\alert-mass-panel_bmp.dds"                         , "316"  , "32"    , "dds"
"ui\uef\game\resource-panel\alert-no-parking_bmp.dds"                         , "52"   , "52"    , "dds"
"ui\uef\game\resource-panel\bracket-energy-l_bmp.dds"                         , "20"   , "72"    , "dds"
"ui\uef\game\resource-panel\bracket-energy-r_bmp.dds"                         , "20"   , "72"    , "dds"
"ui\uef\game\resource-panel\bracket-left_bmp.dds"                             , "28"   , "68"    , "dds"
"ui\uef\game\resource-panel\bracket-right_bmp.dds"                            , "28"   , "68"    , "dds"
"ui\uef\game\resource-panel\caution-energy-panel_bmp.dds"                     , "316"  , "32"    , "dds"
"ui\uef\game\resource-panel\caution-mass-panel_bmp.dds"                       , "316"  , "32"    , "dds"
